MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability
1,5,5,4,7,8,7,7,9,4,3,6,9,4,8,2,3,7,4,4,0.535
5,5,7,7,3,5,4,2,3,3,4,6,10,3,7,4,8,2,8,2,0.49
5,4,1,3,7,7,5,1,4,3,7,4,5,5,4,3,4,8,3,5,0.44
6,8,7,3,3,3,4,7,7,3,5,5,3,8,3,8,3,4,3,4,0.485
2,3,5,2,6,6,7,8,4,6,5,7,6,9,5,2,9,5,5,2,0.52
5,2,8,3,9,5,5,6,7,3,7,7,3,2,4,4,1,5,6,2,0.47
4,6,14,3,3,3,5,3,7,5,8,4,4,6,6,7,4,4,5,3,0.52
7,2,5,6,5,9,3,6,7,9,4,4,4,5,7,1,6,8,5,3,0.53
7,4,3,1,5,6,4,4,4,4,5,0,5,9,4,4,7,3,5,8,0.46
2,2,3,8,4,4,4,5,5,3,5,7,6,2,2,9,4,6,8,6,0.475
3,10,7,8,7,8,5,3,3,3,7,3,2,5,3,8,2,8,2,3,0.5
5,6,2,6,2,4,1,7,4,7,8,4,7,8,10,6,2,3,8,3,0.515
4,4,2,6,7,5,6,3,5,2,2,9,4,7,8,4,3,8,3,5,0.485
5,5,3,2,6,8,7,7,5,6,4,10,9,9,3,9,6,4,9,3,0.6
3,5,4,6,4,5,1,3,5,2,2,2,8,4,5,6,4,0,4,8,0.405
8,4,6,2,6,5,7,8,7,3,8,3,6,5,8,4,3,8,3,3,0.535
10,5,8,11,3,6,1,10,3,5,9,6,3,9,5,5,9,5,5,6,0.62
4,5,4,5,5,7,5,4,4,6,8,8,4,7,4,5,6,8,5,2,0.53
7,4,6,5,8,8,5,4,2,4,6,8,2,3,7,6,7,3,4,4,0.515
3,4,9,5,4,11,3,5,2,3,3,1,3,5,4,6,2,2,10,6,0.455
6,3,5,5,4,2,5,1,1,3,1,3,3,5,6,4,4,6,6,6,0.395
4,4,4,2,4,4,10,4,6,3,4,3,5,7,4,4,6,5,4,2,0.445
4,4,3,5,8,1,4,7,3,4,5,7,5,5,8,1,7,4,4,8,0.485
2,7,6,5,0,7,4,7,6,5,9,6,6,5,3,7,8,3,3,8,0.535
9,10,2,4,1,6,3,5,7,7,2,7,14,4,4,2,3,6,4,6,0.53
6,8,5,3,6,2,2,6,3,10,4,3,1,2,4,8,6,7,7,2,0.475
5,3,5,7,3,2,7,5,6,4,7,3,6,11,7,5,2,7,8,3,0.53
4,3,8,5,4,4,7,3,4,4,9,2,5,1,6,5,8,10,7,1,0.5
7,3,7,2,3,2,5,6,1,3,3,5,4,6,4,3,6,5,3,1,0.395
4,7,5,6,2,4,2,9,1,5,5,1,9,3,5,2,4,7,2,6,0.445
5,3,5,6,3,3,6,2,3,3,5,3,3,2,4,3,3,5,6,7,0.4
6,4,2,3,4,3,6,7,7,6,4,7,7,1,8,5,4,7,3,3,0.485
6,4,8,3,6,3,4,7,3,6,4,6,2,4,6,9,5,8,6,2,0.51
3,3,5,10,8,4,4,2,4,4,3,7,5,3,3,5,7,12,4,7,0.515
6,5,2,2,6,3,4,7,3,6,8,8,6,4,4,9,4,5,2,5,0.495
5,6,3,5,8,6,6,2,6,9,2,5,3,5,3,5,0,2,4,4,0.445
4,5,2,6,7,1,5,4,2,6,3,6,3,7,6,5,7,3,7,1,0.45
8,6,6,11,4,7,6,2,6,5,5,5,6,8,2,8,8,4,2,6,0.575
5,3,5,9,8,4,3,3,8,10,4,4,2,7,3,7,4,4,8,8,0.545
4,6,8,7,2,8,7,8,6,9,3,5,7,6,4,1,6,7,3,3,0.55
7,7,4,6,5,6,4,5,3,7,5,3,5,2,2,7,4,6,5,3,0.48
12,5,5,3,4,2,2,4,7,4,6,6,6,5,8,0,2,9,6,4,0.5
3,5,4,7,5,3,8,6,9,5,6,5,5,5,3,4,6,5,7,7,0.54
4,4,0,5,5,2,6,4,7,3,1,5,3,4,8,3,5,4,5,6,0.42
3,7,6,5,6,6,2,6,6,13,2,3,7,4,2,5,3,4,9,4,0.515
6,4,8,4,5,6,6,8,6,3,4,4,6,3,7,3,7,7,4,4,0.525
2,4,4,5,5,7,4,6,4,7,4,2,8,2,3,6,4,7,7,4,0.475
5,6,4,7,7,5,7,9,5,6,3,6,7,1,8,8,5,8,6,2,0.575
2,4,3,6,3,10,3,1,1,7,5,5,5,6,5,4,6,5,6,8,0.475
8,11,4,4,13,5,4,4,4,3,5,5,7,3,7,4,4,5,6,5,0.555
3,8,4,5,3,8,7,3,9,6,6,5,6,6,3,7,3,4,3,3,0.51
4,4,1,2,3,3,6,9,7,6,6,6,10,3,4,4,5,2,4,2,0.455
3,1,5,5,2,6,3,10,3,4,6,6,1,3,8,4,4,6,5,4,0.445
5,7,4,6,4,8,10,3,7,7,2,2,6,5,3,5,2,7,6,5,0.52
5,2,4,9,1,5,7,7,7,7,3,5,7,5,3,2,6,3,5,6,0.495
2,3,0,6,1,4,5,2,5,6,10,5,5,1,5,4,1,4,5,7,0.405
7,3,9,8,4,2,7,6,10,6,5,5,4,5,5,2,2,3,6,4,0.515
3,4,3,5,2,7,4,5,5,2,7,5,8,5,5,7,4,4,3,4,0.46
4,11,5,8,3,8,5,3,4,7,5,8,3,3,3,7,3,7,3,2,0.51
5,4,3,6,6,5,5,6,6,6,7,10,5,7,5,3,4,5,4,4,0.53
6,5,4,5,1,2,7,1,5,5,2,4,3,4,3,5,4,10,3,6,0.425
8,4,4,3,5,6,5,8,4,3,7,7,6,8,5,7,0,2,2,5,0.495
7,3,5,6,4,6,4,4,4,5,2,3,6,8,8,6,2,3,8,11,0.525
4,3,6,6,1,5,5,7,9,4,8,4,4,6,1,3,6,6,4,2,0.47
3,4,5,5,3,5,5,8,4,3,5,2,6,4,1,6,6,6,6,3,0.45
4,4,6,3,7,6,6,8,10,8,5,6,4,5,8,7,4,3,4,6,0.57
2,9,8,5,2,10,2,10,5,5,8,3,7,9,7,5,4,3,3,11,0.59
4,4,8,4,1,6,4,7,3,5,5,3,8,2,4,6,3,4,6,4,0.455
5,7,4,3,5,6,4,5,4,3,4,7,6,6,7,2,5,2,8,3,0.48
7,1,6,3,3,10,3,4,5,5,6,5,4,6,5,6,3,6,6,6,0.5
8,7,2,4,5,3,8,5,5,8,5,3,5,3,5,6,6,2,4,3,0.485
1,6,6,7,4,5,3,2,5,2,7,9,10,5,3,3,5,4,5,8,0.5
2,8,9,8,6,5,9,2,9,9,2,11,4,3,4,4,4,6,5,8,0.59
2,4,6,2,7,6,3,8,5,4,6,1,4,5,5,6,5,4,3,5,0.455
2,7,9,4,6,3,3,4,5,2,4,4,6,4,5,5,7,5,7,7,0.495
3,6,4,5,8,2,4,5,5,3,6,3,4,6,6,5,5,5,1,7,0.465
7,7,5,5,2,5,5,8,1,4,9,7,2,6,5,4,2,6,1,5,0.48
10,5,6,5,7,3,5,5,3,6,7,7,5,3,3,4,5,7,7,2,0.525
8,3,6,7,8,5,4,3,2,5,3,4,7,1,5,6,2,4,3,4,0.45
5,7,4,8,5,6,4,3,2,5,10,5,5,3,2,2,4,9,2,4,0.475
4,7,6,5,4,3,6,3,2,9,6,8,4,2,2,6,4,4,5,7,0.485
3,8,6,2,8,6,2,7,4,10,5,4,5,2,3,9,7,4,5,7,0.535
5,6,6,7,6,4,2,4,7,9,7,1,6,3,3,6,7,4,5,6,0.52
9,2,7,6,8,5,7,2,8,3,6,3,2,11,5,3,6,7,2,9,0.555
7,3,3,5,3,4,2,7,6,3,2,4,4,8,6,4,5,8,7,6,0.485
5,8,5,6,4,5,11,3,5,5,5,8,4,4,1,5,6,3,7,5,0.525
5,4,1,10,6,7,6,8,4,3,7,3,7,8,4,3,1,7,5,4,0.515
4,5,3,7,4,8,6,3,6,5,4,2,6,4,3,7,6,5,6,4,0.49
4,5,6,6,9,5,3,1,11,4,5,8,9,7,8,6,3,3,6,5,0.57
4,7,10,6,6,3,8,3,4,6,4,3,8,4,3,4,4,3,3,7,0.5
6,7,5,6,5,2,1,3,2,6,4,3,2,5,4,5,5,7,7,6,0.455
3,8,8,7,2,5,3,5,4,2,5,6,4,9,4,5,4,6,8,4,0.51
5,7,4,3,3,6,2,3,3,3,3,5,5,4,7,7,6,6,7,10,0.495
6,5,8,4,5,5,6,5,6,8,5,5,4,6,3,5,5,6,4,3,0.52
7,10,7,4,4,2,6,2,4,9,5,4,7,6,5,9,6,7,5,10,0.595
6,6,5,12,5,2,0,8,6,6,7,10,2,3,1,3,5,6,5,4,0.51
1,7,5,2,3,3,4,7,9,3,2,7,4,6,3,5,4,7,5,2,0.445
7,6,3,3,4,5,10,5,4,3,5,6,6,3,1,5,7,6,6,2,0.485
7,3,4,9,4,3,4,5,13,6,0,7,3,7,7,5,0,6,2,9,0.52
3,4,7,6,5,6,10,1,2,6,6,4,6,7,6,5,5,7,7,1,0.52
2,1,8,6,4,2,7,6,6,1,3,5,7,7,9,8,4,2,3,6,0.485
4,3,5,7,4,11,4,3,7,5,5,7,4,6,4,5,6,7,3,6,0.53
9,3,7,6,5,5,6,2,4,7,5,9,7,7,6,5,4,4,2,6,0.545
7,5,4,5,6,4,10,4,6,3,3,6,8,8,6,4,6,10,6,4,0.575
9,4,2,4,5,4,8,4,3,4,7,6,5,8,5,3,8,4,6,8,0.535
7,12,6,5,3,5,4,3,4,4,7,6,4,2,5,7,5,6,3,9,0.535
1,0,5,6,5,6,8,2,8,5,0,5,4,7,4,5,5,11,4,2,0.465
5,8,2,5,3,7,7,5,3,2,5,6,3,7,8,6,3,8,10,2,0.525
4,4,4,4,2,5,4,2,3,3,4,8,9,4,5,7,2,3,2,3,0.41
6,3,3,5,6,6,12,6,8,0,4,7,3,7,8,7,2,5,5,7,0.55
3,2,3,6,4,6,2,4,6,4,9,3,10,5,6,4,4,7,3,7,0.49
5,6,5,7,5,5,1,7,14,6,3,7,2,4,6,1,6,2,3,9,0.52
10,6,5,8,6,6,3,2,5,5,7,4,8,6,5,4,3,7,4,5,0.545
6,7,6,5,2,4,5,4,6,3,6,6,5,4,6,4,5,3,6,2,0.475
7,1,9,0,3,6,4,9,2,4,3,2,9,5,9,5,7,1,4,3,0.465
2,5,7,3,4,9,4,9,8,5,7,7,1,2,4,4,4,3,3,4,0.475
7,5,8,2,6,6,3,5,3,10,5,4,6,4,0,5,3,7,3,6,0.49
5,4,6,4,5,4,6,5,6,7,9,5,5,8,6,4,5,4,2,3,0.515
5,5,4,5,6,9,9,9,6,3,6,6,3,4,5,4,8,8,8,2,0.575
2,3,3,5,5,5,9,7,7,7,7,9,7,6,5,4,2,3,5,6,0.535
6,6,7,4,3,1,6,3,5,3,2,5,6,6,5,3,4,2,9,5,0.455
6,4,5,6,4,5,8,2,3,7,4,2,3,4,3,3,4,4,8,8,0.465
11,1,4,5,4,2,6,5,5,5,7,4,3,6,7,3,8,6,4,4,0.5
2,7,9,5,5,4,3,3,1,3,5,3,4,2,2,4,8,5,3,5,0.415
5,4,1,1,4,4,2,6,4,7,6,4,6,5,1,7,3,5,7,6,0.44
6,5,5,6,3,5,4,6,6,4,7,4,6,2,2,5,1,5,6,8,0.48
4,3,4,9,4,7,10,4,10,4,6,2,4,4,2,14,3,1,6,3,0.52
6,5,2,9,5,3,4,5,6,3,4,5,4,9,6,9,3,8,4,3,0.515
8,4,6,4,10,6,3,4,3,5,2,3,7,6,3,4,2,8,3,6,0.485
4,6,6,8,5,4,10,7,8,4,4,5,3,9,7,4,8,8,2,6,0.59
5,8,2,9,3,5,7,5,4,3,5,6,11,4,6,5,5,5,1,6,0.525
4,2,6,5,6,4,7,6,8,2,6,8,2,5,3,10,7,5,5,9,0.55
2,10,2,2,5,6,7,2,4,6,7,7,8,4,7,6,2,8,7,6,0.54
5,9,3,7,2,5,6,2,6,5,8,5,6,5,5,6,4,12,4,2,0.535
1,7,3,8,2,3,3,4,3,4,8,3,3,2,3,4,5,7,4,5,0.41
1,4,4,8,5,9,4,1,7,8,4,3,3,3,3,4,3,4,5,6,0.445
3,6,5,5,5,3,3,6,4,3,4,2,8,4,6,5,5,4,5,2,0.44
6,7,2,4,4,3,8,6,7,6,6,5,7,5,3,4,3,3,12,0,0.505
4,3,5,9,6,2,4,8,3,3,2,5,9,4,2,6,6,4,4,8,0.485
5,10,8,4,5,6,12,6,7,9,7,3,5,5,8,11,6,3,4,7,0.655
5,5,6,4,5,5,0,7,4,6,6,6,3,1,9,6,4,11,2,3,0.49
6,5,3,4,9,0,6,3,6,4,3,4,3,3,7,3,5,4,2,3,0.415
4,8,6,5,7,6,5,5,6,5,3,4,7,3,4,4,4,3,6,8,0.515
2,3,5,2,4,2,8,4,7,2,4,5,5,6,2,2,4,6,2,5,0.4
3,7,6,3,6,5,8,7,6,4,3,3,8,5,9,7,3,8,3,6,0.55
6,8,2,2,1,2,5,7,6,6,4,5,5,6,5,6,8,0,6,5,0.475
6,5,4,4,5,1,5,4,3,8,6,3,4,5,6,6,8,5,8,3,0.495
3,4,4,3,4,3,3,7,4,4,7,5,6,5,7,4,10,4,3,9,0.495
2,5,7,2,7,2,7,6,9,5,0,1,8,4,4,4,11,8,2,7,0.505
3,3,7,6,6,7,6,7,4,5,8,3,3,4,3,3,4,8,2,11,0.515
4,6,3,3,8,4,7,6,6,3,4,10,6,5,5,6,2,8,8,6,0.55
4,9,5,6,4,2,4,2,4,1,4,3,8,4,8,6,2,6,7,5,0.47
3,1,4,5,7,5,4,6,4,5,5,3,4,5,4,6,4,3,5,10,0.465
7,4,5,6,2,10,3,7,1,4,5,5,5,2,4,5,1,2,9,5,0.46
5,4,3,7,3,6,1,3,2,5,4,10,7,1,6,3,3,7,6,6,0.46
7,4,8,5,3,3,4,8,2,7,5,7,5,3,5,1,10,2,4,3,0.48
8,7,7,4,3,8,7,3,5,8,2,3,4,7,6,3,6,5,6,6,0.54
4,2,5,5,7,5,3,5,5,4,8,6,4,6,5,5,4,2,3,2,0.45
7,9,4,7,8,5,3,4,6,4,7,5,4,5,5,3,4,5,6,2,0.515
10,7,5,0,3,6,12,3,5,1,6,1,3,2,1,4,3,7,3,2,0.42
5,1,3,7,5,6,6,3,3,6,3,8,5,2,4,4,2,4,7,3,0.435
4,11,6,5,5,6,5,6,3,8,0,9,4,5,2,5,5,8,4,2,0.515
7,4,3,5,4,4,3,7,5,8,5,5,9,5,11,4,5,6,9,8,0.585
4,4,5,1,3,14,5,4,4,12,2,9,5,2,6,5,4,3,2,6,0.5
7,3,3,6,3,3,2,9,5,6,7,5,1,8,4,3,3,6,4,2,0.45
7,4,4,7,3,6,5,0,4,6,4,5,11,5,5,3,8,8,2,6,0.515
8,5,2,9,4,3,6,4,2,4,3,6,8,5,2,9,6,11,5,4,0.53
3,2,5,5,2,4,5,5,9,9,4,0,1,12,6,4,7,5,7,4,0.495
5,8,3,4,4,4,11,5,8,10,5,2,7,4,5,7,6,5,4,3,0.55
5,7,5,6,7,4,1,5,3,7,4,6,5,4,3,7,10,4,11,7,0.555
8,7,1,5,9,6,7,8,7,4,4,8,3,7,5,4,5,7,5,6,0.58
6,2,4,7,7,3,3,3,12,2,6,7,4,6,2,8,7,3,9,6,0.535
2,5,6,2,4,5,2,6,7,7,4,2,3,5,8,3,7,4,3,5,0.45
3,6,4,7,6,8,2,4,2,4,6,5,5,1,8,3,2,3,6,5,0.45
8,6,5,6,8,4,7,9,6,4,4,5,7,3,5,6,7,6,7,5,0.59
5,1,6,7,7,4,2,4,3,9,5,5,5,5,9,7,6,3,4,6,0.515
5,9,5,4,4,7,2,5,7,8,5,7,4,2,2,4,7,8,7,3,0.525
6,7,5,3,2,7,5,3,5,4,6,6,10,4,7,4,6,6,7,4,0.535
3,5,7,6,1,5,5,5,7,5,4,5,4,2,5,5,3,4,3,5,0.445
3,5,3,4,4,4,5,3,7,3,2,5,5,4,13,6,6,1,6,6,0.475
9,6,10,5,5,6,4,8,6,4,8,5,4,3,3,6,5,5,6,5,0.565
5,4,3,4,4,2,5,8,5,6,9,8,5,1,3,4,4,6,2,5,0.465
3,6,5,3,4,2,4,5,3,5,6,5,4,7,5,5,4,5,3,1,0.425
5,8,4,3,8,4,3,5,1,5,6,7,5,10,6,1,7,4,7,6,0.525
5,5,1,5,6,7,3,4,9,3,4,3,4,5,5,5,3,8,2,4,0.455
10,7,5,4,10,7,5,5,2,6,3,4,5,5,6,6,6,5,3,4,0.54
5,8,5,11,3,4,9,8,12,6,3,5,2,5,8,10,5,9,3,4,0.625
1,4,5,4,10,4,10,6,4,1,2,1,7,3,5,4,2,5,11,7,0.48
4,6,6,3,2,9,7,4,5,5,6,7,4,3,7,6,6,2,12,5,0.545
3,9,4,8,6,5,3,4,6,4,8,4,5,3,7,5,5,7,6,8,0.55
3,3,8,3,4,4,6,6,3,6,3,5,3,3,5,3,2,6,7,4,0.435
6,8,7,5,3,3,4,3,2,6,3,1,2,6,4,6,6,5,2,6,0.44
2,6,2,6,5,1,5,2,4,4,2,5,5,9,8,0,0,4,5,4,0.395
8,5,5,6,6,7,4,6,8,6,5,4,3,3,5,6,7,2,3,3,0.51
3,6,3,6,10,8,3,6,6,6,2,7,1,5,3,2,4,7,7,0,0.475
1,9,5,4,3,7,6,7,7,6,1,8,1,8,5,3,4,4,0,7,0.48
7,6,6,4,3,8,6,5,1,4,6,5,4,2,3,5,4,6,6,5,0.48
7,3,4,7,6,6,5,8,6,2,13,7,4,3,2,7,8,4,7,5,0.57
4,5,2,3,5,3,3,4,4,4,8,7,4,9,3,4,3,9,6,5,0.475
5,5,6,5,5,7,1,6,3,7,5,7,4,8,5,3,5,9,3,3,0.51
7,3,8,7,9,4,3,1,5,4,7,9,6,7,6,3,4,3,3,6,0.525
7,5,6,4,7,7,4,3,6,2,3,3,6,4,2,6,8,7,5,5,0.5
2,4,4,5,4,7,7,9,2,4,3,2,3,6,6,2,6,1,3,10,0.45
6,6,2,6,3,8,3,4,4,5,3,8,6,9,5,6,2,6,6,5,0.515
7,4,4,5,7,4,5,2,1,5,9,4,0,4,4,2,5,5,6,4,0.435
8,5,2,6,5,4,9,3,8,6,5,9,9,9,8,4,6,4,7,1,0.59
3,7,3,5,3,6,6,3,5,3,2,5,3,9,1,4,4,5,4,3,0.42
6,7,7,8,7,6,8,6,7,4,3,4,6,7,1,5,4,3,8,5,0.56
5,3,5,3,3,4,8,6,2,2,2,6,5,4,5,9,7,6,3,3,0.455
5,3,3,6,4,8,4,5,6,10,6,6,6,8,5,4,5,4,3,4,0.525
2,3,4,6,9,3,6,11,3,2,5,4,6,6,4,6,7,8,10,8,0.565
4,6,2,6,3,3,8,5,7,4,2,5,7,7,5,3,5,8,5,5,0.5
6,1,7,5,1,7,3,3,6,5,4,2,5,8,2,5,1,9,6,2,0.44
5,4,7,8,2,8,4,4,4,3,7,5,4,1,1,8,1,5,11,3,0.475
4,3,4,5,4,4,2,6,7,3,5,1,9,7,6,5,5,5,3,7,0.475
4,6,6,7,6,5,4,4,9,6,5,5,3,8,3,4,5,7,7,4,0.54
3,8,4,1,3,7,6,3,7,6,6,9,3,3,3,3,5,5,2,5,0.46
2,5,8,4,2,7,3,9,4,1,8,1,9,10,3,6,5,6,2,7,0.51
5,9,3,6,5,5,3,7,6,4,12,3,5,8,3,5,4,8,3,8,0.56
7,4,4,3,5,6,6,4,2,5,2,7,7,2,3,0,5,3,5,4,0.42
7,4,5,7,10,3,4,8,7,4,6,4,8,5,5,2,1,11,5,3,0.545
10,3,2,0,7,5,6,1,6,3,3,8,7,3,5,5,6,4,7,10,0.505
6,10,3,4,2,4,4,4,5,3,4,2,11,7,5,6,5,5,4,6,0.5
2,5,5,4,1,7,8,7,3,7,4,5,8,7,4,10,7,3,7,10,0.57
5,3,2,7,5,7,3,6,8,10,5,10,3,8,3,7,4,2,3,8,0.545
4,3,5,8,3,5,3,7,7,6,5,3,7,5,4,7,4,3,3,7,0.495
4,6,4,5,6,5,4,2,3,2,4,9,8,7,6,7,7,4,3,4,0.5
6,5,4,6,4,2,2,5,6,3,5,4,5,5,5,2,3,3,11,8,0.47
5,6,6,5,3,5,5,2,0,3,4,2,5,4,3,7,3,6,3,3,0.4
6,5,5,5,4,3,3,5,7,3,2,5,6,7,2,5,7,2,4,6,0.46
5,7,6,4,4,6,6,5,5,6,4,4,6,8,4,2,10,5,8,5,0.55
5,6,4,5,9,3,3,5,1,3,6,7,6,7,4,2,2,4,4,8,0.47
4,7,8,2,7,7,10,14,3,4,5,6,1,3,9,3,6,4,4,3,0.55
4,7,5,1,10,6,2,5,4,10,8,2,1,6,4,3,7,5,2,5,0.485
4,8,4,9,4,6,8,1,4,5,4,5,5,6,5,5,4,2,6,5,0.5
2,2,7,5,8,5,4,9,4,7,2,6,7,4,6,10,1,7,3,7,0.53
6,4,6,5,12,3,5,4,7,2,9,7,4,6,4,3,8,5,7,5,0.56
8,3,4,6,5,2,5,3,6,3,5,4,5,7,4,6,5,3,8,4,0.48
4,4,5,2,7,3,3,5,4,6,10,5,4,8,4,8,6,6,4,7,0.525
7,8,4,4,6,8,6,6,9,9,6,6,5,5,4,4,3,5,3,8,0.58
6,5,5,8,7,2,4,4,4,7,4,5,6,7,3,4,9,9,5,5,0.545
6,3,11,7,7,1,5,6,10,3,3,5,4,6,4,4,5,5,5,6,0.53
7,5,0,2,8,4,6,3,5,3,7,8,4,1,8,6,4,3,6,6,0.48
3,2,11,7,5,6,3,4,7,5,9,4,6,6,3,6,9,6,3,3,0.54
5,3,8,4,3,5,5,6,7,4,4,6,4,7,5,3,6,11,5,3,0.52
8,8,4,5,6,5,3,4,9,3,6,4,4,7,3,1,0,5,7,13,0.525
6,0,4,6,6,6,2,4,8,3,8,2,2,7,5,6,4,3,5,8,0.475
7,6,1,2,2,5,6,1,5,7,6,2,7,6,4,4,8,7,8,9,0.515
2,4,6,2,5,3,8,2,6,5,6,7,5,5,7,3,5,3,4,6,0.47
7,4,4,3,11,0,4,4,5,2,6,8,2,6,6,2,5,4,8,3,0.47
5,7,2,6,5,5,4,4,5,3,4,5,5,6,3,4,3,4,4,3,0.435
6,3,3,3,2,5,5,2,10,6,2,6,2,0,2,5,7,4,9,6,0.44
4,3,7,3,3,7,4,6,6,2,3,7,6,4,5,2,2,3,2,3,0.41
3,4,8,5,2,5,3,2,2,2,4,8,9,5,6,3,4,3,5,3,0.43
4,5,8,6,6,6,3,3,4,4,7,9,11,4,10,6,7,5,3,2,0.565
3,9,3,5,8,4,5,4,7,3,4,6,7,4,6,6,7,2,6,6,0.525
8,4,7,5,8,6,4,6,3,10,10,3,6,4,2,3,6,1,5,4,0.525
5,8,4,6,4,2,4,9,4,9,5,5,10,4,3,3,3,4,7,4,0.515
5,5,3,4,8,6,4,6,11,2,1,7,6,2,5,1,4,3,5,4,0.46
3,2,5,1,0,5,7,3,9,8,2,4,5,5,5,6,3,4,7,6,0.45
3,2,5,5,8,4,9,4,2,12,2,2,1,6,2,8,4,3,6,9,0.485
4,8,4,6,6,8,2,5,5,3,7,8,4,4,4,5,2,5,6,5,0.505
8,4,6,3,2,3,3,6,5,7,5,3,3,4,8,2,7,3,7,5,0.47
7,6,7,3,4,13,5,4,6,3,8,5,9,2,2,6,6,4,5,7,0.56
5,5,2,2,7,6,5,2,4,8,6,5,6,6,3,3,4,6,5,5,0.475
5,7,5,7,6,6,3,2,2,6,4,8,6,7,7,6,8,7,6,6,0.57
7,4,5,8,2,6,3,5,6,8,2,5,4,2,3,5,5,4,3,5,0.46
4,4,4,4,7,6,5,5,6,6,2,6,4,5,3,8,8,2,5,9,0.515
2,4,2,6,1,3,7,6,2,6,13,3,3,8,6,8,4,5,8,4,0.505
6,5,7,0,2,2,5,2,4,5,5,6,10,6,4,7,7,3,1,1,0.44
9,4,4,1,6,5,7,6,2,8,5,7,7,1,5,8,6,3,6,6,0.53
6,4,8,5,1,7,7,5,6,5,5,9,4,0,6,2,10,1,11,4,0.53
7,3,10,2,5,4,9,4,5,6,3,7,5,7,1,8,6,5,3,5,0.525
3,1,6,5,3,6,6,3,9,5,1,4,1,2,8,6,3,2,6,6,0.43
4,6,3,7,7,4,8,3,2,3,2,4,4,4,5,1,3,6,2,3,0.405
4,5,6,8,6,4,7,7,7,9,2,2,3,5,6,8,5,2,2,3,0.505
4,5,3,9,3,4,3,8,6,4,6,3,6,7,6,4,7,3,5,3,0.495
6,7,6,4,5,9,6,4,3,6,4,4,3,7,4,3,1,3,3,5,0.465
2,3,6,4,4,10,5,10,7,7,2,6,4,6,8,5,6,8,6,3,0.56
2,5,5,9,5,6,8,2,10,4,3,4,5,5,8,4,3,1,4,6,0.495
9,9,6,5,3,1,5,4,6,6,3,4,8,3,2,1,6,5,3,6,0.475
2,4,3,6,7,9,2,2,3,6,3,4,6,6,5,4,5,4,8,3,0.46
2,6,2,1,5,11,5,8,4,3,4,5,4,5,7,6,8,4,3,0,0.465
4,2,5,1,5,6,7,8,5,5,3,7,5,8,4,3,4,5,7,7,0.505
1,6,2,6,5,5,7,6,7,4,5,6,3,5,6,5,2,5,5,11,0.51
6,8,4,2,5,5,5,2,5,6,6,5,7,8,2,4,7,4,7,3,0.505
8,5,8,4,6,2,3,8,4,4,3,4,5,6,4,7,5,4,5,5,0.5
6,6,4,3,2,8,4,1,10,8,6,4,4,5,2,7,7,3,6,2,0.49
7,8,4,3,5,4,5,4,3,9,1,8,9,5,9,4,3,5,5,3,0.52
5,6,4,4,5,4,4,6,8,6,1,2,6,3,2,0,6,4,8,3,0.435
2,2,4,3,3,0,3,8,8,7,3,3,7,5,5,6,12,4,4,8,0.485
2,5,6,3,5,5,7,6,6,4,4,2,5,8,1,3,4,6,9,5,0.48
6,5,6,3,4,5,3,2,10,6,5,3,7,3,2,3,6,4,5,4,0.46
3,3,4,2,4,3,4,11,8,5,8,4,2,5,5,5,6,4,6,4,0.48
4,4,5,3,6,5,4,3,4,6,6,4,3,2,4,5,4,6,1,2,0.405
4,8,5,3,8,7,5,9,3,4,4,1,5,6,3,1,3,5,9,3,0.48
4,5,6,5,3,6,9,6,3,11,3,5,11,6,4,6,4,8,7,0,0.56
2,5,3,2,6,5,3,4,4,4,8,9,6,1,10,7,5,4,5,2,0.475
5,6,2,4,3,6,8,0,9,4,3,5,6,3,4,6,9,8,4,3,0.49
3,5,4,6,5,8,6,2,3,6,4,3,7,4,4,7,5,6,2,4,0.47
4,1,8,7,6,3,4,2,8,6,2,5,3,5,8,7,3,2,3,4,0.455
5,6,3,5,5,7,4,4,7,7,4,7,7,6,6,4,9,7,8,8,0.595
1,3,5,7,5,4,6,6,7,0,4,7,1,3,9,9,3,11,7,6,0.52
9,10,3,6,5,6,4,8,7,3,6,8,6,8,6,7,5,5,8,3,0.615
5,6,4,5,8,4,4,2,7,6,7,4,1,6,7,5,8,3,2,5,0.495
6,3,3,10,5,8,5,5,8,3,6,5,4,4,5,7,8,6,3,7,0.555
2,7,5,7,6,3,3,3,2,8,6,6,5,4,6,7,8,3,2,6,0.495
6,2,5,5,2,7,6,10,10,4,10,8,5,8,4,5,6,5,4,2,0.57
2,4,4,4,5,1,9,7,6,5,7,4,4,3,2,5,6,4,5,4,0.455
6,6,3,7,5,8,2,6,4,5,7,5,8,4,4,6,10,6,6,3,0.555
4,2,10,5,7,2,5,7,2,2,9,3,8,6,3,2,3,4,7,4,0.475
2,4,5,3,6,6,7,2,2,6,4,6,3,4,3,3,7,5,7,1,0.43
4,3,3,4,2,2,4,4,4,1,3,5,4,8,2,9,7,5,4,7,0.425
5,5,2,2,5,4,3,2,7,5,6,6,6,4,5,9,3,2,3,1,0.425
